query,true_domain,pred_domain,true_intent,pred_intent,true_endpoint,pred_endpoint,true_parameters,pred_parameters,true_ontology,pred_ontology,domain_correct,intent_correct,endpoint_correct,parameter_correct,ontology_correct,full_correct
Open the record for OID-663 so I can see the contents.,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=OID-663,orderId=OID-663,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True
Schedule a team standup on Monday at 9am.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=team standup;date=Monday;time=9am,date=UNKNOWN;time=09:00;description=team standup,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Create a meeting called marketing team meeting for June 25 at 2pm.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=marketing team meeting;date=June 25;time=2pm;participant=marketing team,title=marketing team meeting;date=June 25;time=2pm,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Schedule calendar time for product review session on July 1 at 10:30am.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=product review session;date=July 1;time=10:30am,date=July 1;time=10:30am;title=Product Review Session,CreateMeeting,CreateMeeting,True,True,True,True,True,True
Create a calendar event for client call with Sarah on Friday at 3pm.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=client call;date=Friday;time=3pm;participant=Sarah,client_call=Sarah;date=Friday;time=15:00,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Add and schedule the board meeting on August 10 at 11am.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=board meeting;date=August 10;time=11am,date=August 10;time=11am,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Please create one-on-one with manager on my calendar for tomorrow at 4pm.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=one-on-one with manager;date=tomorrow;time=4pm;participant=manager,time=UNKNOWN;date=UNKNOWN;participants=manager,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Schedule the event sprint planning for next Tuesday at 9:00am.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=sprint planning;date=next Tuesday;time=9:00am,title=sprint planning;date=next Tuesday;time=9:00am,CreateMeeting,CreateMeeting,True,True,True,True,True,True
"Create a meeting entry: design review with UX team, Thursday at 1pm.",Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=design review;date=Thursday;time=1pm;participant=UX team,title=design review;participants=UX team;date=Thursday;time=1pm,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Block time for Q3 Demo on September 5 at noon.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=Q3 Demo;date=September 5;time=noon,date=September 5;time=noon,CreateMeeting,CreateMeeting,True,True,True,False,True,False
"Put down lunch interview with Alex for next Wednesday, 12:30pm.",Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=lunch interview;date=next Wednesday;time=12:30pm;participant=Alex,attendee=Alex;date=UNKNOWN;time=12:30pm,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Make sure I have Onboarding Intro October 3 at 8am.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=Onboarding Intro;date=October 3;time=8am,date=October 3;time=8am;title=Onboarding Intro,CreateMeeting,CreateMeeting,True,True,True,True,True,True
Save catch-up call with sales team in my day on November 7 at 3:30pm.,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=catch-up call;date=November 7;time=3:30pm;participant=sales team,date=November 7;time=3:30pm;description=catch-up call with sales team,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Cancel meeting MTG-001.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MTG-001,meetingId=MTG-001,CancelMeeting,CancelMeeting,True,True,True,True,True,True
I need to cancel the meeting with ID MEET-5521.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MEET-5521,meetingId=MEET-5521,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Please delete meeting CAL-330 from my calendar.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=CAL-330,meetingId=CAL-330,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Cancel calendar event EVT-884.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=EVT-884,eventId=EVT-884,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Cancel the appointment meeting APPT-1199.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=APPT-1199,meetingId=APPT-1199,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Delete meeting MTG-9920 from the schedule.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MTG-9920,meetingId=MTG-9920,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Cancel event SESS-3301 on my calendar.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=SESS-3301,meetingId=SESS-3301,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Please cancel meeting MEET-7723; I cannot attend.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MEET-7723,meetingId=MEET-7723,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Erase appointment EVT-0050 from the calendar.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=EVT-0050,meetingId=EVT-0050,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Drop event CONF-1415 for me.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=CONF-1415,meetingId=CONF-1415,CancelMeeting,CancelMeeting,True,True,True,True,True,True
BRK-2200 should not be on my day anymore.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=BRK-2200,meetingId=BRK-2200,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Make SYNC-88 disappear from my agenda.,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=SYNC-88,meetingId=SYNC-88,CancelMeeting,CancelMeeting,True,True,True,True,True,True
Update meeting MTG-001 to next Friday at 3pm.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MTG-001;date=next Friday;time=3pm,meetingId=MTG-001;date=UNKNOWN;time=15:00,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Move meeting MEET-5521 to Wednesday.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MEET-5521;date=Wednesday,meetingId=MEET-5521;newDate=Wednesday,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Change meeting CAL-330 to 2pm.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=CAL-330;time=2pm,meetingId=CAL-330;time=2pm,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True
Update calendar event EVT-884 to July 10 at 10am.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=EVT-884;date=July 10;time=10am,eventId=EVT-884;date=July 10;time=10am,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Move calendar meeting APPT-1199 to Thursday at 4pm.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=APPT-1199;date=Thursday;time=4pm,meetingId=APPT-1199;date=Thursday;time=16:00,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Change the schedule for meeting MTG-9920 to September 15.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MTG-9920;date=September 15,meetingId=MTG-9920;date=September 15,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True
Please update meeting SESS-3301 so it is 8:30am.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=SESS-3301;time=8:30am,meetingId=SESS-3301;time=8:30am,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True
Move meeting ID MEET-7723; new slot is next Monday.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MEET-7723;date=next Monday,meetingId=MEET-7723;newSlot=next Monday,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Can EVT-0050 happen on October 1 at 11am instead?,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=EVT-0050;date=October 1;time=11am,meetingId=EVT-0050;date=October 1;time=11am,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True
Adjust CONF-1415 so it lands on Friday at 9am.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=CONF-1415;date=Friday;time=9am,meetingId=CONF-1415;date=UNKNOWN;time=09:00,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
BRK-2200 needs the new slot 6pm.,Calendar,Calendar,UpdateMeeting,CreateMeeting,/calendar/meetings/update,/calendar/meetings/create,meetingId=BRK-2200;time=6pm,time=6pm;slot=UNKNOWN,UpdateMeeting,CreateMeeting,True,False,False,False,False,False
The old time for SYNC-88 no longer works; use next Tuesday at 2:30pm.,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=SYNC-88;date=next Tuesday;time=2:30pm,time=UNKNOWN;date=UNKNOWN,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Am I available on Monday?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=Monday,date=Monday,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Am I available on June 25 at 3pm?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=June 25;time=3pm,date=June 25;time=3pm,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Is my calendar available on Tuesday?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=Tuesday,date=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Am I available on Friday at 10am?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=Friday;time=10am,date=UNKNOWN;time=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Can you see if I am available on July 5 at 2pm?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=July 5;time=2pm,date=July 5;time=14:00,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Check if my calendar is available for September 20.,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=September 20,date=September 20;time=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Am I available for a meeting on next Thursday at 9am?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=next Thursday;time=9am,date=UNKNOWN;time=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Show whether I am available around October 15.,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=October 15,date=October 15;time=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Can something fit into my schedule on November 3 at noon?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=November 3;time=noon,date=November 3;time=noon,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Do I have anything blocking next Wednesday?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=next Wednesday,date=UNKNOWN;time=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Could I say yes to a call on August 8 at 4pm?,Calendar,Calendar,CheckAvailability,CreateMeeting,/calendar/availability,/calendar/meetings/create,date=August 8;time=4pm,date=August 8;time=4pm,CheckAvailability,CreateMeeting,True,False,False,True,False,False
Would December 1 work for me?,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=December 1,date=December 1;time=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,True,True,True
List my calendar events for Monday.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=Monday,day=Monday,ListEvents,ListEvents,True,True,True,False,True,False
Show me all events scheduled for June 25.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=June 25,date=June 25,ListEvents,ListEvents,True,True,True,True,True,True
List the meetings I have for tomorrow.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=tomorrow,date=UNKNOWN,ListEvents,ListEvents,True,True,True,False,True,False
Display my calendar events for next Friday.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=next Friday,date=UNKNOWN,ListEvents,ListEvents,True,True,True,False,True,False
Show calendar appointments and events on July 10.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=July 10,date=July 10;UNKNOWN=UNKNOWN,ListEvents,ListEvents,True,True,True,True,True,True
List everything on my schedule for Thursday.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=Thursday,date=UNKNOWN,ListEvents,ListEvents,True,True,True,False,True,False
Show my calendar events and meetings for August 5.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=August 5,date=August 5;UNKNOWN=UNKNOWN,ListEvents,ListEvents,True,True,True,True,True,True
Can you list events on September 12?,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=September 12,date=September 12,ListEvents,ListEvents,True,True,True,True,True,True
What do I have going on today?,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=today,UNKNOWN,ListEvents,ListEvents,True,True,True,False,True,False
Let me see everything booked for next Tuesday.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=next Tuesday,date=UNKNOWN,ListEvents,ListEvents,True,True,True,False,True,False
How does my day look on October 28?,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=October 28,date=October 28;userId=UNKNOWN,ListEvents,ListEvents,True,True,True,True,True,True
Remind me what I committed to on November 15.,Calendar,Calendar,ListEvents,ListEvents,/calendar/events,/calendar/events,date=November 15,date=November 15;userId=UNKNOWN,ListEvents,ListEvents,True,True,True,True,True,True
