query,matched_query,similarity_score,true_domain,pred_domain,true_intent,pred_intent,true_endpoint,pred_endpoint,true_parameters,pred_parameters,true_ontology,pred_ontology,domain_correct,intent_correct,endpoint_correct,parameter_correct,ontology_correct,full_correct
Put through 10 x ITEM-BULK on account CORP-007.,Create order for 3 units of ITEM-770 for account USER-33.,0.5090814828872681,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=CORP-007;productId=ITEM-BULK;quantity=10,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CreateOrder,CreateOrder,True,True,True,False,True,False
Set up a cart for USER-X44 containing 6 of ELEC-90.,Can you create a return for order CART-220 because not satisfied?,0.42787760496139526,Order,Order,CreateOrder,ReturnOrder,/orders/create,/orders/return,userId=USER-X44;productId=ELEC-90;quantity=6,orderId=UNKNOWN,CreateOrder,ReturnOrder,True,False,False,False,False,False
Have 3 of TABLET-NEW sent to account ACC-66.,Start and create a new order for user ACCT-500 with 1 of LAPTOP-22.,0.4726616442203522,Order,Order,CreateOrder,CreateOrder,/orders/create,/orders/create,userId=ACC-66;productId=TABLET-NEW;quantity=3,userId=UNKNOWN;productId=UNKNOWN;quantity=UNKNOWN,CreateOrder,CreateOrder,True,True,True,False,True,False
"For UID-2048, make the system buy 1 of CAMERA-4K.",Would checkout work for CAMERA-4K today?,0.5169671177864075,Order,Product,CreateOrder,CheckProductAvailability,/orders/create,/products/availability,userId=UID-2048;productId=CAMERA-4K;quantity=1,productId=UNKNOWN,CreateOrder,CheckProductAvailability,False,False,False,False,False,False
Cancel my order ORD-3391.,Cancel order ORD-7001 before it ships.,0.8363227248191833,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORD-3391,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
I need to cancel order ID ORDER-8820.,Cancel my order ORD-3391.,0.736323356628418,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORDER-8820,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
Please cancel the purchase with order code OC-5544.,Cancel my order ORD-3391.,0.7520430684089661,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=OC-5544,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
Cancel order ORD-7001 before it ships.,Cancel my order ORD-3391.,0.8363227248191833,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORD-7001,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
Void and cancel order number REF-1129.,I need to cancel order ID ORDER-8820.,0.7277607917785645,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=REF-1129,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
I changed my mind; cancel purchase order 993-XY.,Please cancel the purchase with order code OC-5544.,0.7202211022377014,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=993-XY,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
"Cancel the order I placed, CART-55K.",Please cancel the purchase with order code OC-5544.,0.6752375364303589,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=CART-55K,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
Please cancel order ORD-20001 from processing.,Cancel order ORD-7001 before it ships.,0.8142745494842529,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=ORD-20001,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
Do not let order BILL-3320 go out.,Pull up the order information for BILL-0055.,0.7242295742034912,Order,Order,CancelOrder,GetOrderDetails,/orders/cancel,/orders/details,orderId=BILL-3320,orderId=UNKNOWN,CancelOrder,GetOrderDetails,True,False,False,False,False,False
Block shipment for PO-4488; I do not want it.,I need to cancel order ID ORDER-8820.,0.5269404649734497,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=PO-4488,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
I made a mistake with TXN-662; please make it go away.,Help me undo delivery ORD-13001.,0.45339083671569824,Order,Order,CancelOrder,ReturnOrder,/orders/cancel,/orders/return,orderId=TXN-662,orderId=UNKNOWN,CancelOrder,ReturnOrder,True,False,False,False,False,False
"Before dispatch, OID-1192 should not continue.",Please cancel order ORD-20001 from processing.,0.4995003640651703,Order,Order,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,orderId=OID-1192,orderId=UNKNOWN,CancelOrder,CancelOrder,True,True,True,False,True,False
Track order ORD-4422.,Show me the order details for ORD-8810.,0.7580713033676147,Order,Order,TrackOrder,GetOrderDetails,/orders/track,/orders/details,orderId=ORD-4422,orderId=UNKNOWN,TrackOrder,GetOrderDetails,True,False,False,False,False,False
Where is my order ORDER-5510 right now?,Where is my package for order SHIP-7731?,0.6920233964920044,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORDER-5510,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
Show tracking info for order TRK-8821.,Tell me the tracking progress for order TXN-441.,0.7170062065124512,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=TRK-8821,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
Check the delivery status of order ORD-4400.,Return order ORD-5521 because arrived damaged.,0.7336474657058716,Order,Order,TrackOrder,ReturnOrder,/orders/track,/orders/return,orderId=ORD-4400,orderId=UNKNOWN,TrackOrder,ReturnOrder,True,False,False,False,False,False
Track the package for order REF-9902.,Initiate a return for order REF-7701.,0.6794355511665344,Order,Order,TrackOrder,ReturnOrder,/orders/track,/orders/return,orderId=REF-9902,orderId=UNKNOWN,TrackOrder,ReturnOrder,True,False,False,False,False,False
Where is my package for order SHIP-7731?,Where is my order ORDER-5510 right now?,0.6920233964920044,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=SHIP-7731,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
Track order ORDER-6612; has it shipped yet?,Where is my package for order SHIP-7731?,0.6233702898025513,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORDER-6612,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
Tell me the tracking progress for order TXN-441.,Show tracking info for order TRK-8821.,0.7170062065124512,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=TXN-441,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
When will PKG-0099 arrive?,Update meeting MTG-001 to next Friday at 3pm.,0.5099910497665405,Order,Calendar,TrackOrder,UpdateMeeting,/orders/track,/calendar/meetings/update,orderId=PKG-0099,meetingId=UNKNOWN,TrackOrder,UpdateMeeting,False,False,False,False,False,False
Give me the latest delivery update on ORD-11230.,Check the delivery status of order ORD-4400.,0.68461674451828,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=ORD-11230,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
Is PCKG-3301 close to my address yet?,When will PKG-0099 arrive?,0.4000827670097351,Order,Order,TrackOrder,TrackOrder,/orders/track,/orders/track,orderId=PCKG-3301,orderId=UNKNOWN,TrackOrder,TrackOrder,True,True,True,False,True,False
What is happening with the parcel CART-880 now?,What did SHIP-7700 contain?,0.4582989811897278,Order,Order,TrackOrder,GetOrderDetails,/orders/track,/orders/details,orderId=CART-880,orderId=UNKNOWN,TrackOrder,GetOrderDetails,True,False,False,False,False,False
Return order ORD-5521 because arrived damaged.,This purchase ORD-7762 needs to go back due to defective item.,0.7670974731445312,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-5521;reason=arrived damaged,orderId=UNKNOWN;reason=damaged,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Initiate a return for order REF-7701.,Start a return request for order TXN-8804.,0.7046090364456177,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=REF-7701,orderId=UNKNOWN,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Please process a return for purchase order RTN-1109 because wrong item delivered.,Start a return request for order TXN-8804.,0.6777566075325012,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=RTN-1109;reason=wrong item delivered,orderId=UNKNOWN,ReturnOrder,ReturnOrder,True,True,True,False,True,False
I want to return order ORD-4455 because doesn't fit.,I need to return purchase ORD-3300 because poor quality.,0.6617390513420105,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-4455;reason=doesn't fit,orderId=UNKNOWN,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Start a return request for order TXN-8804.,Initiate a return for order REF-7701.,0.7046090364456177,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=TXN-8804,orderId=UNKNOWN,ReturnOrder,ReturnOrder,True,True,True,False,True,False
I need to return purchase ORD-3300 because poor quality.,I want to review purchase ORD-2281.,0.7105245590209961,Order,Order,ReturnOrder,GetOrderDetails,/orders/return,/orders/details,orderId=ORD-3300;reason=poor quality,orderId=UNKNOWN,ReturnOrder,GetOrderDetails,True,False,False,False,False,False
Can you create a return for order CART-220 because not satisfied?,Initiate a return for order REF-7701.,0.5937533974647522,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=CART-220;reason=not satisfied,orderId=UNKNOWN,ReturnOrder,ReturnOrder,True,True,True,False,True,False
Return order ID PKG-5599 for me.,I need to cancel order ID ORDER-8820.,0.6406552195549011,Order,Order,ReturnOrder,CancelOrder,/orders/return,/orders/cancel,orderId=PKG-5599,orderId=UNKNOWN,ReturnOrder,CancelOrder,True,False,False,False,False,False
This purchase ORD-7762 needs to go back due to defective item.,Return order ORD-5521 because arrived damaged.,0.7670974731445312,Order,Order,ReturnOrder,ReturnOrder,/orders/return,/orders/return,orderId=ORD-7762;reason=defective item,orderId=UNKNOWN,ReturnOrder,ReturnOrder,True,True,True,False,True,False
I cannot keep BILL-990 since it is not as described.,Do not let order BILL-3320 go out.,0.5815778374671936,Order,Order,ReturnOrder,CancelOrder,/orders/return,/orders/cancel,orderId=BILL-990;reason=not as described,orderId=UNKNOWN,ReturnOrder,CancelOrder,True,False,False,False,False,False
Help me undo delivery ORD-13001.,Cancel order ORD-7001 before it ships.,0.7059128880500793,Order,Order,ReturnOrder,CancelOrder,/orders/return,/orders/cancel,orderId=ORD-13001,orderId=UNKNOWN,ReturnOrder,CancelOrder,True,False,False,False,False,False
The item from SHIP-554 is not staying with me - no longer needed.,Where is my package for order SHIP-7731?,0.5309947729110718,Order,Order,ReturnOrder,TrackOrder,/orders/return,/orders/track,orderId=SHIP-554;reason=no longer needed,orderId=UNKNOWN,ReturnOrder,TrackOrder,True,False,False,False,False,False
Show me the order details for ORD-8810.,Give me the full information for order ORD-4450.,0.7843272686004639,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-8810,orderId=UNKNOWN,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
What is in order ORDER-9921?,Show me the order details for ORD-8810.,0.6745237708091736,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORDER-9921,orderId=UNKNOWN,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
Give me the full information for order ORD-4450.,Show me the order details for ORD-8810.,0.7843272686004639,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-4450,orderId=UNKNOWN,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
Display the order details and summary for REF-5513.,List the order details for items included in PKG-1103.,0.5990555286407471,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=REF-5513,orderId=UNKNOWN,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
Fetch order details for TXN-7721.,Start a return request for order TXN-8804.,0.703781247138977,Order,Order,GetOrderDetails,ReturnOrder,/orders/details,/orders/return,orderId=TXN-7721,orderId=UNKNOWN,GetOrderDetails,ReturnOrder,True,False,False,False,False,False
Show order information for what I bought in CART-9902.,Show tracking info for order TRK-8821.,0.6454309225082397,Order,Order,GetOrderDetails,TrackOrder,/orders/details,/orders/track,orderId=CART-9902,orderId=UNKNOWN,GetOrderDetails,TrackOrder,True,False,False,False,False,False
List the order details for items included in PKG-1103.,Show order information for what I bought in CART-9902.,0.6261777877807617,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=PKG-1103,orderId=UNKNOWN,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
Pull up the order information for BILL-0055.,Do not let order BILL-3320 go out.,0.7242295742034912,Order,Order,GetOrderDetails,CancelOrder,/orders/details,/orders/cancel,orderId=BILL-0055,orderId=UNKNOWN,GetOrderDetails,CancelOrder,True,False,False,False,False,False
I want to review purchase ORD-2281.,I need to return purchase ORD-3300 because poor quality.,0.7105245590209961,Order,Order,GetOrderDetails,ReturnOrder,/orders/details,/orders/return,orderId=ORD-2281,orderId=UNKNOWN,GetOrderDetails,ReturnOrder,True,False,False,False,False,False
What did SHIP-7700 contain?,Where is my package for order SHIP-7731?,0.5518288612365723,Order,Order,GetOrderDetails,TrackOrder,/orders/details,/orders/track,orderId=SHIP-7700,orderId=UNKNOWN,GetOrderDetails,TrackOrder,True,False,False,False,False,False
Remind me what was purchased under ORD-22099.,Show me the order details for ORD-8810.,0.6456186771392822,Order,Order,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,orderId=ORD-22099,orderId=UNKNOWN,GetOrderDetails,GetOrderDetails,True,True,True,False,True,False
Open the record for OID-663 so I can see the contents.,"Before dispatch, OID-1192 should not continue.",0.48978474736213684,Order,Order,GetOrderDetails,CancelOrder,/orders/details,/orders/cancel,orderId=OID-663,orderId=UNKNOWN,GetOrderDetails,CancelOrder,True,False,False,False,False,False
Schedule a team standup on Monday at 9am.,Schedule the event sprint planning for next Tuesday at 9:00am.,0.5567641854286194,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=team standup;date=Monday;time=9am,title=UNKNOWN;date=Monday;time=9am,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Create a meeting called marketing team meeting for June 25 at 2pm.,Add and schedule the board meeting on August 10 at 11am.,0.4955436885356903,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=marketing team meeting;date=June 25;time=2pm;participant=marketing team,title=Call;date=UNKNOWN;time=2pm,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Schedule calendar time for product review session on July 1 at 10:30am.,Add and schedule the board meeting on August 10 at 11am.,0.5228177309036255,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=product review session;date=July 1;time=10:30am,title=UNKNOWN;date=UNKNOWN;time=30am,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Create a calendar event for client call with Sarah on Friday at 3pm.,Display my calendar events for next Friday.,0.5452470183372498,Calendar,Calendar,CreateMeeting,ListEvents,/calendar/meetings/create,/calendar/events,title=client call;date=Friday;time=3pm;participant=Sarah,date=Friday,CreateMeeting,ListEvents,True,False,False,False,False,False
Add and schedule the board meeting on August 10 at 11am.,Please update meeting SESS-3301 so it is 8:30am.,0.5980333685874939,Calendar,Calendar,CreateMeeting,UpdateMeeting,/calendar/meetings/create,/calendar/meetings/update,title=board meeting;date=August 10;time=11am,meetingId=UNKNOWN;time=11am,CreateMeeting,UpdateMeeting,True,False,False,False,False,False
Please create one-on-one with manager on my calendar for tomorrow at 4pm.,Show my calendar events and meetings for August 5.,0.5426984429359436,Calendar,Calendar,CreateMeeting,ListEvents,/calendar/meetings/create,/calendar/events,title=one-on-one with manager;date=tomorrow;time=4pm;participant=manager,date=tomorrow,CreateMeeting,ListEvents,True,False,False,False,False,False
Schedule the event sprint planning for next Tuesday at 9:00am.,Schedule a team standup on Monday at 9am.,0.5567641854286194,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=sprint planning;date=next Tuesday;time=9:00am,title=UNKNOWN;date=next Tuesday;time=00am,CreateMeeting,CreateMeeting,True,True,True,False,True,False
"Create a meeting entry: design review with UX team, Thursday at 1pm.",Please update meeting SESS-3301 so it is 8:30am.,0.5147691369056702,Calendar,Calendar,CreateMeeting,UpdateMeeting,/calendar/meetings/create,/calendar/meetings/update,title=design review;date=Thursday;time=1pm;participant=UX team,meetingId=UNKNOWN;date=Thursday;time=1pm,CreateMeeting,UpdateMeeting,True,False,False,False,False,False
Block time for Q3 Demo on September 5 at noon.,Do I have anything blocking next Wednesday?,0.43730926513671875,Calendar,Calendar,CreateMeeting,CheckAvailability,/calendar/meetings/create,/calendar/availability,title=Q3 Demo;date=September 5;time=noon,date=UNKNOWN,CreateMeeting,CheckAvailability,True,False,False,False,False,False
"Put down lunch interview with Alex for next Wednesday, 12:30pm.",Please update meeting SESS-3301 so it is 8:30am.,0.4357008635997772,Calendar,Calendar,CreateMeeting,UpdateMeeting,/calendar/meetings/create,/calendar/meetings/update,title=lunch interview;date=next Wednesday;time=12:30pm;participant=Alex,meetingId=UNKNOWN;date=next Wednesday;time=30pm,CreateMeeting,UpdateMeeting,True,False,False,False,False,False
Make sure I have Onboarding Intro October 3 at 8am.,Please update meeting SESS-3301 so it is 8:30am.,0.5311948657035828,Calendar,Calendar,CreateMeeting,UpdateMeeting,/calendar/meetings/create,/calendar/meetings/update,title=Onboarding Intro;date=October 3;time=8am,meetingId=UNKNOWN;time=8am,CreateMeeting,UpdateMeeting,True,False,False,False,False,False
Save catch-up call with sales team in my day on November 7 at 3:30pm.,Create a calendar event for client call with Sarah on Friday at 3pm.,0.4941467046737671,Calendar,Calendar,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,title=catch-up call;date=November 7;time=3:30pm;participant=sales team,title=Call;date=UNKNOWN;time=30pm,CreateMeeting,CreateMeeting,True,True,True,False,True,False
Cancel meeting MTG-001.,Delete meeting MTG-9920 from the schedule.,0.7722238898277283,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MTG-001,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
I need to cancel the meeting with ID MEET-5521.,Please cancel meeting MEET-7723; I cannot attend.,0.8388078808784485,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MEET-5521,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Please delete meeting CAL-330 from my calendar.,Change meeting CAL-330 to 2pm.,0.7172055840492249,Calendar,Calendar,CancelMeeting,UpdateMeeting,/calendar/meetings/cancel,/calendar/meetings/update,meetingId=CAL-330,meetingId=UNKNOWN,CancelMeeting,UpdateMeeting,True,False,False,False,False,False
Cancel calendar event EVT-884.,Cancel event SESS-3301 on my calendar.,0.824904203414917,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=EVT-884,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Cancel the appointment meeting APPT-1199.,Please cancel meeting MEET-7723; I cannot attend.,0.7425886988639832,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=APPT-1199,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Delete meeting MTG-9920 from the schedule.,Cancel meeting MTG-001.,0.7722238898277283,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MTG-9920,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Cancel event SESS-3301 on my calendar.,Cancel calendar event EVT-884.,0.824904203414917,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=SESS-3301,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Please cancel meeting MEET-7723; I cannot attend.,I need to cancel the meeting with ID MEET-5521.,0.8388078808784485,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MEET-7723,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Erase appointment EVT-0050 from the calendar.,Cancel calendar event EVT-884.,0.7158459424972534,Calendar,Calendar,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=EVT-0050,meetingId=UNKNOWN,CancelMeeting,CancelMeeting,True,True,True,False,True,False
Drop event CONF-1415 for me.,Adjust CONF-1415 so it lands on Friday at 9am.,0.4455054700374603,Calendar,Calendar,CancelMeeting,UpdateMeeting,/calendar/meetings/cancel,/calendar/meetings/update,meetingId=CONF-1415,meetingId=UNKNOWN,CancelMeeting,UpdateMeeting,True,False,False,False,False,False
BRK-2200 should not be on my day anymore.,BRK-2200 needs the new slot 6pm.,0.7243843078613281,Calendar,Calendar,CancelMeeting,UpdateMeeting,/calendar/meetings/cancel,/calendar/meetings/update,meetingId=BRK-2200,meetingId=UNKNOWN,CancelMeeting,UpdateMeeting,True,False,False,False,False,False
Make SYNC-88 disappear from my agenda.,The old time for SYNC-88 no longer works; use next Tuesday at 2:30pm.,0.5875946879386902,Calendar,Calendar,CancelMeeting,UpdateMeeting,/calendar/meetings/cancel,/calendar/meetings/update,meetingId=SYNC-88,meetingId=UNKNOWN,CancelMeeting,UpdateMeeting,True,False,False,False,False,False
Update meeting MTG-001 to next Friday at 3pm.,Change the schedule for meeting MTG-9920 to September 15.,0.7369594573974609,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MTG-001;date=next Friday;time=3pm,meetingId=UNKNOWN;date=next Friday;time=3pm,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Move meeting MEET-5521 to Wednesday.,Move meeting ID MEET-7723; new slot is next Monday.,0.7977933883666992,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MEET-5521;date=Wednesday,meetingId=UNKNOWN;date=Wednesday,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Change meeting CAL-330 to 2pm.,Please delete meeting CAL-330 from my calendar.,0.7172055840492249,Calendar,Calendar,UpdateMeeting,CancelMeeting,/calendar/meetings/update,/calendar/meetings/cancel,meetingId=CAL-330;time=2pm,meetingId=UNKNOWN,UpdateMeeting,CancelMeeting,True,False,False,False,False,False
Update calendar event EVT-884 to July 10 at 10am.,Show calendar appointments and events on July 10.,0.7427566051483154,Calendar,Calendar,UpdateMeeting,ListEvents,/calendar/meetings/update,/calendar/events,meetingId=EVT-884;date=July 10;time=10am,date=UNKNOWN,UpdateMeeting,ListEvents,True,False,False,False,False,False
Move calendar meeting APPT-1199 to Thursday at 4pm.,Move meeting MEET-5521 to Wednesday.,0.6891663074493408,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=APPT-1199;date=Thursday;time=4pm,meetingId=UNKNOWN;date=Thursday;time=4pm,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Change the schedule for meeting MTG-9920 to September 15.,Update meeting MTG-001 to next Friday at 3pm.,0.7369594573974609,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MTG-9920;date=September 15,meetingId=UNKNOWN,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Please update meeting SESS-3301 so it is 8:30am.,Change meeting CAL-330 to 2pm.,0.7045799493789673,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=SESS-3301;time=8:30am,meetingId=UNKNOWN;time=30am,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Move meeting ID MEET-7723; new slot is next Monday.,Move meeting MEET-5521 to Wednesday.,0.7977933883666992,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=MEET-7723;date=next Monday,meetingId=UNKNOWN;date=next Monday,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Can EVT-0050 happen on October 1 at 11am instead?,Update calendar event EVT-884 to July 10 at 10am.,0.6404341459274292,Calendar,Calendar,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,meetingId=EVT-0050;date=October 1;time=11am,meetingId=UNKNOWN;time=11am,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False
Adjust CONF-1415 so it lands on Friday at 9am.,Am I available on Friday at 10am?,0.4905747175216675,Calendar,Calendar,UpdateMeeting,CheckAvailability,/calendar/meetings/update,/calendar/availability,meetingId=CONF-1415;date=Friday;time=9am,date=Friday;time=9am,UpdateMeeting,CheckAvailability,True,False,False,False,False,False
BRK-2200 needs the new slot 6pm.,BRK-2200 should not be on my day anymore.,0.7243843078613281,Calendar,Calendar,UpdateMeeting,CancelMeeting,/calendar/meetings/update,/calendar/meetings/cancel,meetingId=BRK-2200;time=6pm,meetingId=UNKNOWN,UpdateMeeting,CancelMeeting,True,False,False,False,False,False
The old time for SYNC-88 no longer works; use next Tuesday at 2:30pm.,Make SYNC-88 disappear from my agenda.,0.5875946879386902,Calendar,Calendar,UpdateMeeting,CancelMeeting,/calendar/meetings/update,/calendar/meetings/cancel,meetingId=SYNC-88;date=next Tuesday;time=2:30pm,meetingId=UNKNOWN,UpdateMeeting,CancelMeeting,True,False,False,False,False,False
Am I available on Monday?,Am I available on Friday at 10am?,0.8265331983566284,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=Monday,date=Monday,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Am I available on June 25 at 3pm?,Can you see if I am available on July 5 at 2pm?,0.8459739685058594,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=June 25;time=3pm,date=UNKNOWN;time=3pm,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Is my calendar available on Tuesday?,List my calendar events for Monday.,0.6784695982933044,Calendar,Calendar,CheckAvailability,ListEvents,/calendar/availability,/calendar/events,date=Tuesday,date=Tuesday,CheckAvailability,ListEvents,True,False,False,True,False,False
Am I available on Friday at 10am?,Am I available on Monday?,0.8265331983566284,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=Friday;time=10am,date=Friday;time=10am,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Can you see if I am available on July 5 at 2pm?,Am I available on June 25 at 3pm?,0.8459739685058594,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=July 5;time=2pm,date=UNKNOWN;time=2pm,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Check if my calendar is available for September 20.,Is my calendar available on Tuesday?,0.6744258999824524,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=September 20,date=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,False,True,False
Am I available for a meeting on next Thursday at 9am?,Am I available on Friday at 10am?,0.8067114353179932,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=next Thursday;time=9am,date=next Thursday;time=9am,CheckAvailability,CheckAvailability,True,True,True,True,True,True
Show whether I am available around October 15.,Can you see if I am available on July 5 at 2pm?,0.7326902151107788,Calendar,Calendar,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,date=October 15,date=UNKNOWN,CheckAvailability,CheckAvailability,True,True,True,False,True,False
