query,true_domain,original_pred_domain,corrected_pred_domain,true_intent,original_pred_intent,corrected_pred_intent,true_endpoint,original_pred_endpoint,corrected_pred_endpoint,true_parameters,original_pred_parameters,corrected_pred_parameters,true_ontology,original_pred_ontology,corrected_pred_ontology,llm_ontology_domain_correct,llm_ontology_intent_correct,llm_ontology_endpoint_correct,llm_ontology_parameter_correct,llm_ontology_ontology_correct,llm_ontology_end_to_end_correct,ontology_validation_valid,has_hallucination,has_missing_parameters,ontology_inconsistent,missing_parameters,hallucinated_parameters
Show the tradeoffs between SHOE-RED and SHOE-BLUE.,Product,Product,Product,CompareProducts,CompareProducts,CompareProducts,/products/compare,/products/compare,/products/compare,productId1=SHOE-RED;productId2=SHOE-BLUE,product1=SHOE-RED;product2=SHOE-BLUE,product1=SHOE-RED;product2=SHOE-BLUE,CompareProducts,CompareProducts,CompareProducts,True,True,True,False,True,False,False,True,True,True,"productId1,productId2","product1,product2"
I am torn between HDP-1 and HDP-2; help me decide.,Product,Product,Product,CompareProducts,CompareProducts,CompareProducts,/products/compare,/products/compare,/products/compare,productId1=HDP-1;productId2=HDP-2,product1=HDP-1;product2=HDP-2,product1=HDP-1;product2=HDP-2,CompareProducts,CompareProducts,CompareProducts,True,True,True,False,True,False,False,True,True,True,"productId1,productId2","product1,product2"
"If I can only buy one, TV-50 or TV-65, what differs?",Product,Product,Product,CompareProducts,CompareProducts,CompareProducts,/products/compare,/products/compare,/products/compare,productId1=TV-50;productId2=TV-65,product1=TV-50;product2=TV-65,product1=TV-50;product2=TV-65,CompareProducts,CompareProducts,CompareProducts,True,True,True,False,True,False,False,True,True,True,"productId1,productId2","product1,product2"
Is product P-1023 currently available?,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=P-1023,productId=P-1023,productId=P-1023,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Check availability for product SKU-77892.,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=SKU-77892,SKU=SKU-77892,SKU=SKU-77892,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False,False,True,True,True,productId,SKU
Is item PROD-550 in stock right now?,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=PROD-550,productId=PROD-550,productId=PROD-550,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Show the stock status and availability for product ITEM-9900.,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=ITEM-9900,productId=ITEM-9900,productId=ITEM-9900,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Verify product availability for GADGET-42.,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=GADGET-42,productId=GADGET-42,productId=GADGET-42,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
"Can product LAPTOP-PRO still be ordered, is it available?",Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=LAPTOP-PRO,productId=LAPTOP-PRO,productId=LAPTOP-PRO,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Do you have product MODEL-ZZ in stock?,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=MODEL-ZZ,model=MODEL-ZZ;availability=UNKNOWN,model=MODEL-ZZ;availability=UNKNOWN,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,False,True,False,False,True,True,True,productId,"availability,model"
"Before I visit the store, see if product SNEAKER-X is available.",Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=SNEAKER-X,productId=SNEAKER-X,productId=SNEAKER-X,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Tell me whether BOOK-1010 is still being sold.,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=BOOK-1010,productId=BOOK-1010,productId=BOOK-1010,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Is HEADSET-PRO ready to ship?,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=HEADSET-PRO,productId=HEADSET-PRO,productId=HEADSET-PRO,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,True,False,False,False,,
Would checkout work for CAMERA-4K today?,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=CAMERA-4K,productId=CAMERA-4K;date=today,productId=CAMERA-4K;date=today,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,False,True,False,True,,date
Can I actually buy WATCH-S5 now?,Product,Product,Product,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,/products/availability,/products/availability,/products/availability,productId=WATCH-S5,productId=WATCH-S5;quantity=UNKNOWN,productId=WATCH-S5;quantity=UNKNOWN,CheckProductAvailability,CheckProductAvailability,CheckProductAvailability,True,True,True,True,True,True,False,True,False,True,,quantity
Show me the product reviews for P-1023.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=P-1023,productId=P-1023,productId=P-1023,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Fetch customer reviews for product SKU-55009.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=SKU-55009,sku=SKU-55009,sku=SKU-55009,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,False,True,False,False,True,True,True,productId,sku
What are the reviews saying about product PROD-887?,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=PROD-887,productId=PROD-887,productId=PROD-887,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Display reviews and ratings for product ITEM-340.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=ITEM-340,productId=ITEM-340,productId=ITEM-340,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Open the review section for product GADGET-9.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=GADGET-9,productId=GADGET-9,productId=GADGET-9,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
What do customers say in reviews for product LAPTOP-ULTRA?,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=LAPTOP-ULTRA,productId=LAPTOP-ULTRA,productId=LAPTOP-ULTRA,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Are buyers happy with product MODEL-K20? Show reviews.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=MODEL-K20,model=MODEL-K20,model=MODEL-K20,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,False,True,False,False,True,True,True,productId,model
Give me user reviews on product SNEAKER-PRO.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=SNEAKER-PRO,productId=SNEAKER-PRO,productId=SNEAKER-PRO,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
How is HEADPHONE-360 rated by people who bought it?,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=HEADPHONE-360,productId=HEADPHONE-360,productId=HEADPHONE-360,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Let me see opinions from owners of TABLET-8.,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=TABLET-8,productId=TABLET-8,productId=TABLET-8,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
"Before buying CAMERA-DSLR, what is the crowd verdict?",Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=CAMERA-DSLR,product=CAMERA-DSLR,productId=CAMERA-DSLR,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Does VACUUM-3000 have happy owners or complaints?,Product,Product,Product,GetProductReviews,GetProductReviews,GetProductReviews,/products/reviews,/products/reviews,/products/reviews,productId=VACUUM-3000,productId=VACUUM-3000,productId=VACUUM-3000,GetProductReviews,GetProductReviews,GetProductReviews,True,True,True,True,True,True,True,False,False,False,,
Create an order for 2 units of PROD-001 for user U-555.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=U-555;productId=PROD-001;quantity=2,productId=PROD-001;quantity=2;userId=U-555,productId=PROD-001;quantity=2;userId=U-555,CreateOrder,CreateOrder,CreateOrder,True,True,True,True,True,True,True,False,False,False,,
Place an order for user ACC-102: 1 of SKU-840.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=ACC-102;productId=SKU-840;quantity=1,userId=ACC-102;sku=SKU-840;quantity=1,userId=ACC-102;sku=SKU-840;quantity=1,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,True,True,True,productId,sku
Create order for 3 units of ITEM-770 for account USER-33.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=USER-33;productId=ITEM-770;quantity=3,item=ITEM-770;quantity=3;account=USER-33,productId=ITEM-770;quantity=3;account=USER-33,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,True,True,True,userId,account
Place a purchase order for 5 of GADGET-X under U-987.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=U-987;productId=GADGET-X;quantity=5,product=GADGET-X;quantity=5;user_id=U-987,productId=GADGET-X;quantity=5;user_id=U-987,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,True,True,True,userId,user_id
Start and create a new order for user ACCT-500 with 1 of LAPTOP-22.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=ACCT-500;productId=LAPTOP-22;quantity=1,userId=ACCT-500;productId=LAPTOP-22;quantity=1,userId=ACCT-500;productId=LAPTOP-22;quantity=1,CreateOrder,CreateOrder,CreateOrder,True,True,True,True,True,True,True,False,False,False,,
I want to place an order for 4 of BOOK-55 for user USR-77.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=USR-77;productId=BOOK-55;quantity=4,productId=BOOK-55;userId=USR-77;quantity=4,productId=BOOK-55;userId=USR-77;quantity=4,CreateOrder,CreateOrder,CreateOrder,True,True,True,True,True,True,True,False,False,False,,
Create a purchase for BUYER-123: 2 pieces of MODEL-ZX.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=BUYER-123;productId=MODEL-ZX;quantity=2,buyerId=BUYER-123;productModel=MODEL-ZX;quantity=2,buyerId=BUYER-123;productModel=MODEL-ZX;quantity=2,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,True,True,True,"productId,userId","buyerId,productModel"
Place an order for MBR-09: 1 unit of SHOE-RED.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=MBR-09;productId=SHOE-RED;quantity=1,productId=MBR-09;quantity=1;item=SHOE-RED,productId=SHOE-RED;quantity=1,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,False,True,False,userId,
Put through 10 x ITEM-BULK on account CORP-007.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=CORP-007;productId=ITEM-BULK;quantity=10,account=CORP-007;quantity=10;item=ITEM-BULK,account=CORP-007;quantity=10;productId=ITEM-BULK,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,True,True,True,userId,account
Set up a cart for USER-X44 containing 6 of ELEC-90.,Order,Product,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=USER-X44;productId=ELEC-90;quantity=6,userId=USER-X44;productId=ELEC-90;quantity=6,userId=USER-X44;productId=ELEC-90;quantity=6,CreateOrder,CreateOrder,CreateOrder,True,True,True,True,True,True,True,False,False,False,,
Have 3 of TABLET-NEW sent to account ACC-66.,Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=ACC-66;productId=TABLET-NEW;quantity=3,product=TABLET-NEW;quantity=3;account=ACC-66,productId=TABLET-NEW;quantity=3;account=ACC-66,CreateOrder,CreateOrder,CreateOrder,True,True,True,False,True,False,False,True,True,True,userId,account
"For UID-2048, make the system buy 1 of CAMERA-4K.",Order,Order,Order,CreateOrder,CreateOrder,CreateOrder,/orders/create,/orders/create,/orders/create,userId=UID-2048;productId=CAMERA-4K;quantity=1,productId=CAMERA-4K;quantity=1;userId=UID-2048,productId=CAMERA-4K;quantity=1;userId=UID-2048,CreateOrder,CreateOrder,CreateOrder,True,True,True,True,True,True,True,False,False,False,,
Cancel my order ORD-3391.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=ORD-3391,orderId=ORD-3391,orderId=ORD-3391,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
I need to cancel order ID ORDER-8820.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=ORDER-8820,orderId=ORDER-8820,orderId=ORDER-8820,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
Please cancel the purchase with order code OC-5544.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=OC-5544,orderCode=OC-5544,orderCode=OC-5544,CancelOrder,CancelOrder,CancelOrder,True,True,True,False,True,False,False,True,True,True,orderId,orderCode
Cancel order ORD-7001 before it ships.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=ORD-7001,orderId=ORD-7001,orderId=ORD-7001,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
Void and cancel order number REF-1129.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=REF-1129,orderNumber=REF-1129,orderNumber=REF-1129,CancelOrder,CancelOrder,CancelOrder,True,True,True,False,True,False,False,True,True,True,orderId,orderNumber
I changed my mind; cancel purchase order 993-XY.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=993-XY,orderId=993-XY,orderId=993-XY,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
"Cancel the order I placed, CART-55K.",Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=CART-55K,orderId=CART-55K,orderId=CART-55K,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
Please cancel order ORD-20001 from processing.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=ORD-20001,orderId=ORD-20001,orderId=ORD-20001,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
Do not let order BILL-3320 go out.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=BILL-3320,orderId=BILL-3320,orderId=BILL-3320,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
Block shipment for PO-4488; I do not want it.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=PO-4488,orderId=PO-4488,orderId=PO-4488,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
I made a mistake with TXN-662; please make it go away.,Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=TXN-662,orderId=TXN-662,orderId=TXN-662,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
"Before dispatch, OID-1192 should not continue.",Order,Order,Order,CancelOrder,CancelOrder,CancelOrder,/orders/cancel,/orders/cancel,/orders/cancel,orderId=OID-1192,orderId=OID-1192,orderId=OID-1192,CancelOrder,CancelOrder,CancelOrder,True,True,True,True,True,True,True,False,False,False,,
Track order ORD-4422.,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=ORD-4422,orderId=ORD-4422,orderId=ORD-4422,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Where is my order ORDER-5510 right now?,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=ORDER-5510,orderId=ORDER-5510,orderId=ORDER-5510,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Show tracking info for order TRK-8821.,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=TRK-8821,orderId=TRK-8821,orderId=TRK-8821,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Check the delivery status of order ORD-4400.,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=ORD-4400,orderId=ORD-4400,orderId=ORD-4400,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Track the package for order REF-9902.,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=REF-9902,orderId=REF-9902,orderId=REF-9902,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Where is my package for order SHIP-7731?,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=SHIP-7731,orderId=SHIP-7731,orderId=SHIP-7731,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Track order ORDER-6612; has it shipped yet?,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=ORDER-6612,orderId=ORDER-6612,orderId=ORDER-6612,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Tell me the tracking progress for order TXN-441.,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=TXN-441,orderId=TXN-441,orderId=TXN-441,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
When will PKG-0099 arrive?,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=PKG-0099,orderId=PKG-0099,orderId=PKG-0099,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Give me the latest delivery update on ORD-11230.,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=ORD-11230,orderId=ORD-11230,orderId=ORD-11230,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Is PCKG-3301 close to my address yet?,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=PCKG-3301,orderId=PCKG-3301;address=UNKNOWN,orderId=PCKG-3301;address=UNKNOWN,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,False,True,False,True,,address
What is happening with the parcel CART-880 now?,Order,Order,Order,TrackOrder,TrackOrder,TrackOrder,/orders/track,/orders/track,/orders/track,orderId=CART-880,orderId=CART-880,orderId=CART-880,TrackOrder,TrackOrder,TrackOrder,True,True,True,True,True,True,True,False,False,False,,
Return order ORD-5521 because arrived damaged.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=ORD-5521;reason=arrived damaged,orderId=ORD-5521;reason=damaged,orderId=ORD-5521;reason=damaged,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,False,True,False,True,False,False,False,,
Initiate a return for order REF-7701.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=REF-7701,orderId=REF-7701,orderId=REF-7701,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,True,True,True,False,False,True,False,reason,
Please process a return for purchase order RTN-1109 because wrong item delivered.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=RTN-1109;reason=wrong item delivered,orderId=RTN-1109;reason=wrong item delivered,orderId=RTN-1109;reason=wrong item delivered,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,True,True,True,True,False,False,False,,
I want to return order ORD-4455 because doesn't fit.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=ORD-4455;reason=doesn't fit,orderId=ORD-4455,orderId=ORD-4455,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,False,True,False,False,False,True,False,reason,
Start a return request for order TXN-8804.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=TXN-8804,orderId=TXN-8804,orderId=TXN-8804,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,True,True,True,False,False,True,False,reason,
I need to return purchase ORD-3300 because poor quality.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=ORD-3300;reason=poor quality,orderId=ORD-3300;reason=poor quality,orderId=ORD-3300;reason=poor quality,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,True,True,True,True,False,False,False,,
Can you create a return for order CART-220 because not satisfied?,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=CART-220;reason=not satisfied,orderId=CART-220,orderId=CART-220,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,False,True,False,False,False,True,False,reason,
Return order ID PKG-5599 for me.,Order,Order,Order,ReturnOrder,GetOrderDetails,GetOrderDetails,/orders/return,/orders/details,/orders/details,orderId=PKG-5599,orderId=PKG-5599,orderId=PKG-5599,ReturnOrder,GetOrderDetails,GetOrderDetails,True,False,False,True,False,False,True,False,False,False,,
This purchase ORD-7762 needs to go back due to defective item.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=ORD-7762;reason=defective item,orderId=ORD-7762,orderId=ORD-7762,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,False,True,False,False,False,True,False,reason,
I cannot keep BILL-990 since it is not as described.,Order,Order,Order,ReturnOrder,ReturnOrder,ReturnOrder,/orders/return,/orders/return,/orders/return,orderId=BILL-990;reason=not as described,orderId=BILL-990,orderId=BILL-990,ReturnOrder,ReturnOrder,ReturnOrder,True,True,True,False,True,False,False,False,True,False,reason,
Help me undo delivery ORD-13001.,Order,Order,Order,ReturnOrder,CancelOrder,CancelOrder,/orders/return,/orders/cancel,/orders/cancel,orderId=ORD-13001,orderId=ORD-13001,orderId=ORD-13001,ReturnOrder,CancelOrder,CancelOrder,True,False,False,True,False,False,True,False,False,False,,
The item from SHIP-554 is not staying with me - no longer needed.,Order,Order,Order,ReturnOrder,CancelOrder,CancelOrder,/orders/return,/orders/cancel,/orders/cancel,orderId=SHIP-554;reason=no longer needed,orderId=SHIP-554,orderId=SHIP-554,ReturnOrder,CancelOrder,CancelOrder,True,False,False,False,False,False,True,False,False,False,,
Show me the order details for ORD-8810.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=ORD-8810,orderId=ORD-8810,orderId=ORD-8810,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
What is in order ORDER-9921?,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=ORDER-9921,orderId=ORDER-9921,orderId=ORDER-9921,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Give me the full information for order ORD-4450.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=ORD-4450,orderId=ORD-4450,orderId=ORD-4450,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Display the order details and summary for REF-5513.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=REF-5513,order_id=REF-5513,orderId=REF-5513,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Fetch order details for TXN-7721.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=TXN-7721,orderId=TXN-7721,orderId=TXN-7721,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Show order information for what I bought in CART-9902.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=CART-9902,orderId=CART-9902,orderId=CART-9902,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
List the order details for items included in PKG-1103.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=PKG-1103,orderId=PKG-1103,orderId=PKG-1103,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Pull up the order information for BILL-0055.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=BILL-0055,orderId=BILL-0055,orderId=BILL-0055,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
I want to review purchase ORD-2281.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=ORD-2281,orderId=ORD-2281,orderId=ORD-2281,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
What did SHIP-7700 contain?,Order,Product,Product,GetOrderDetails,GetProductDetails,GetProductDetails,/orders/details,/products/details,/products/details,orderId=SHIP-7700,productId=SHIP-7700,productId=SHIP-7700,GetOrderDetails,GetProductDetails,GetProductDetails,False,False,False,False,False,False,True,False,False,False,,
